日期,药品类型,销售额
2018-03-13,西药,2069.61
2021-06-29,中成药,1243.62
2023-05-06,西药,4244.42
2021-10-05,西药,3990.08
2019-01-13,中成药,1693.98
2023-02-03,西药,4176.54
2015-06-05,西药,4162.89
2021-08-18,中成药,4287.36
2023-06-11,西药,1014.63
2023-10-01,中成药,4629.85
2015-12-08,西药,1228.35
2014-02-27,中成药,3533.62
2022-11-06,西药,2072.19
2019-10-27,中成药,2511.36
2014-04-26,中成药,4179.25
2020-01-12,中成药,4958.02
2023-01-22,西药,2485.08
2017-02-20,中成药,1827.97
2017-10-05,中成药,3313.19
2023-05-15,西药,1341.63
2022-05-30,西药,4503.73
2017-07-23,西药,1535.31
2023-08-29,中成药,2961.8
2019-02-22,中成药,1738.53
2019-11-26,中成药,2108.28
2017-09-13,西药,1067.79
2019-01-15,中成药,4003.08
2023-12-18,西药,1378.23
2020-03-07,中成药,3202.13
2018-12-05,中成药,2488.69
2022-12-25,中成药,1960.61
2016-01-11,中成药,4271.34
2023-07-05,西药,4053.18
2022-05-17,中成药,3635.61
2022-09-23,中成药,1837.39
2014-08-13,中成药,2505.04
2023-03-23,西药,1015.32
2019-02-03,西药,2044.19
2022-08-03,中成药,1262.5
2020-11-23,西药,4879.28
2023-07-28,西药,1962.85
2020-12-25,西药,3310.45
2023-07-23,西药,3146.43
2022-12-21,西药,1033.98
2022-10-08,西药,4554.4
2017-07-26,中成药,1000.54
2016-06-09,中成药,1153.71
2018-08-22,西药,3667.39
2019-11-22,中成药,4020.53
2019-03-27,中成药,4222.86
2019-03-13,西药,3634.87
2015-09-18,西药,2926.09
2023-06-04,中成药,2286.75
2018-03-07,中成药,2074.14
2016-11-05,西药,4088.05
2018-10-07,中成药,1614.76
2016-10-24,西药,3676.09
2020-11-27,中成药,3493.52
2021-12-26,西药,2728.27
2019-04-04,中成药,4735.0
2021-04-16,中成药,1219.87
2023-09-29,西药,1263.32
2023-04-10,中成药,3544.42
2014-10-22,中成药,1512.18
2016-08-15,中成药,2794.44
2023-09-19,西药,1174.64
2022-02-06,西药,3665.63
2020-04-08,西药,3582.41
2021-04-06,西药,3142.17
2022-02-16,西药,1848.32
2014-10-31,西药,2457.08
2019-03-19,西药,2390.08
2016-12-25,中成药,3776.6
2018-02-01,中成药,3185.72
2023-02-28,西药,1871.12
2015-03-14,中成药,1101.55
2017-11-08,西药,4086.51
2016-10-20,中成药,1270.67
2021-06-06,西药,1966.41
2017-08-17,西药,2830.8
2020-09-27,西药,4523.58
2020-08-10,中成药,3764.99
2014-12-30,中成药,1559.09
2020-09-21,中成药,4537.91
2017-03-19,西药,2447.68
2015-01-13,中成药,1557.09
2021-04-11,西药,2811.3
2018-09-25,中成药,3001.44
2018-12-16,西药,1882.02
2014-09-22,西药,4458.89
2015-12-09,中成药,3124.68
2014-09-07,西药,4944.84
2014-12-01,中成药,1746.27
2018-02-25,西药,1405.49
2017-04-29,中成药,2255.87
2018-12-20,中成药,4170.38
2023-11-15,中成药,2825.27
2021-03-29,西药,3881.83
2021-08-10,中成药,1450.01
2015-11-06,中成药,4950.6
2019-03-03,中成药,3634.65
2014-06-01,西药,3549.72
2022-06-24,中成药,4130.98
2016-05-01,西药,3024.57
2019-04-02,中成药,2836.5
2018-05-11,西药,1999.83
2014-07-05,中成药,1403.11
2022-06-02,中成药,3500.37
2016-03-20,中成药,3231.13
2023-05-17,西药,2795.41
2014-05-20,西药,4183.17
2018-01-02,中成药,2483.76
2018-05-23,中成药,4435.06
2017-02-16,西药,2107.26
2019-11-08,中成药,3407.23
2015-11-25,西药,1523.49
2021-05-24,中成药,1975.98
2021-02-11,中成药,3954.18
2021-04-09,西药,3460.28
2017-01-14,西药,1450.32
2018-03-27,西药,4359.21
2014-02-15,西药,3852.98
2016-09-02,中成药,1354.4
2022-09-17,西药,2879.22
2017-09-30,中成药,4965.31
2023-05-25,西药,1310.85
2015-06-19,中成药,2418.49
2019-01-05,中成药,3039.42
2017-07-12,西药,3413.97
2022-05-20,中成药,1015.67
2017-05-20,中成药,1911.0
2017-02-11,中成药,4802.12
2018-01-23,西药,3248.29
2020-07-01,中成药,1759.5
2020-05-13,西药,1675.43
2022-07-22,中成药,3880.45
2015-09-25,西药,1289.79
2019-09-29,中成药,3476.69
2017-10-15,中成药,3118.64
2017-11-23,西药,2428.48
2018-02-28,中成药,1270.01
2023-09-03,中成药,1524.06
2018-10-20,中成药,4893.53
2014-10-19,中成药,2970.47
2020-02-25,西药,4184.97
2017-12-19,中成药,3156.38
2020-01-31,西药,2597.33
2020-11-21,中成药,3257.67
2014-03-24,西药,4341.21
2014-06-23,西药,1181.22
2018-01-13,西药,3035.56
2017-02-04,中成药,4095.52
2020-03-08,中成药,3085.51
2022-12-11,西药,1036.39
2021-07-22,西药,3575.63
2021-08-28,中成药,1264.22
2021-01-15,西药,4065.39
2016-05-13,西药,4986.79
2020-10-12,中成药,2607.51
2014-10-13,中成药,3055.96
2016-01-09,西药,4049.14
2019-10-28,中成药,2357.22
2014-04-01,中成药,2364.27
2022-06-17,中成药,1790.76
2023-10-06,西药,2843.47
2018-01-21,中成药,2342.44
2015-02-23,西药,2449.58
2017-11-14,西药,1381.6
2014-05-08,西药,3227.21
2019-05-11,中成药,1025.52
2020-07-17,中成药,1964.66
2022-10-26,西药,1084.15
2020-09-24,中成药,2311.35
2020-03-06,西药,3502.73
2015-02-24,中成药,3322.35
2017-08-08,西药,3815.43
2014-02-23,西药,4022.2
2019-02-02,西药,1315.76
2020-02-10,西药,1540.87
2021-01-19,中成药,2238.77
2014-07-28,中成药,2172.84
2020-08-09,西药,1639.52
2023-12-23,西药,2134.03
2017-06-09,西药,4533.86
2022-06-06,西药,3893.32
2022-09-04,中成药,1672.95
2017-02-06,西药,3525.23
2023-11-06,西药,1705.65
2020-12-14,西药,2716.6
2014-10-19,西药,2315.01
2023-09-18,西药,3369.93
2020-04-22,中成药,4384.5
2020-07-26,中成药,1657.15
2017-01-13,西药,2126.08
2016-08-08,中成药,3216.91
2020-12-05,西药,4690.58
2021-05-10,西药,4127.12
2017-08-03,西药,4567.49
2016-10-12,中成药,1792.39
2015-11-23,中成药,4877.65
2014-01-20,西药,2760.61
2021-10-24,西药,1413.9
2020-07-07,西药,4955.36
2022-08-28,中成药,3183.0
2018-10-21,中成药,4389.55
2023-01-24,西药,2625.47
2021-11-30,西药,2620.79
2015-07-13,西药,4509.84
2018-01-30,中成药,2750.65
2018-09-15,西药,3387.41
2017-07-08,中成药,4213.93
2023-11-03,中成药,3370.27
2021-05-23,西药,4468.24
2023-06-01,中成药,1771.36
2018-11-08,中成药,4458.64
2021-09-04,中成药,4478.78
2017-12-04,西药,4035.11
2020-01-31,中成药,1898.63
2014-10-15,中成药,4449.45
2016-01-28,西药,1030.25
2017-08-01,西药,2081.57
2020-04-04,中成药,3000.23
2023-12-15,中成药,2282.85
2022-06-14,中成药,1218.04
2016-07-28,中成药,2190.19
2021-05-09,西药,2387.84
2016-12-20,西药,2300.42
2020-01-19,中成药,2341.49
2019-10-22,西药,2583.75
2019-05-03,西药,4331.72
2019-02-12,西药,4004.71
2019-01-07,西药,2752.71
2018-09-22,中成药,2819.06
2017-09-26,西药,2936.31
2014-06-21,中成药,1692.81
2023-02-19,中成药,1985.39
2016-06-24,中成药,3641.21
2014-11-27,西药,4946.06
2022-10-17,中成药,1232.95
2020-12-08,西药,2345.29
2018-03-19,中成药,4786.93
2021-10-10,中成药,3848.88
2014-03-10,中成药,3075.16
2023-02-06,中成药,4594.39
2019-04-25,中成药,3009.71
2021-04-02,西药,3423.59
2017-09-25,西药,1912.94
2016-06-12,西药,3455.73
2019-04-03,中成药,4730.22
2014-01-19,中成药,2218.46
2021-02-07,中成药,4752.72
2019-09-25,西药,3313.97
2014-12-04,西药,4929.51
2018-12-22,西药,2404.88
2016-02-17,西药,1848.18
2018-10-31,西药,2758.96
2019-06-13,西药,2704.48
2022-05-13,西药,4775.07
2019-01-29,中成药,2126.46
2019-10-19,中成药,1083.74
2014-11-09,西药,2475.65
2017-09-08,西药,2856.38
2022-09-16,西药,2862.9
2021-05-16,中成药,3593.19
2020-11-23,中成药,3468.78
2019-03-26,中成药,2403.28
2017-09-10,中成药,3710.17
2015-01-28,中成药,1726.39
2023-03-14,西药,2164.79
2023-05-16,中成药,4637.77
2016-05-23,中成药,1076.77
2023-02-06,西药,4585.03
2014-12-10,西药,2119.92
2023-07-01,西药,4065.22
2014-12-23,西药,2647.36
2015-06-11,中成药,4756.27
2019-07-13,中成药,3637.69
2018-08-30,西药,4226.66
2019-01-27,西药,4539.42
2021-04-04,西药,1042.05
2019-06-01,西药,4473.64
2021-04-30,中成药,2150.04
2018-08-15,西药,4112.1
2018-09-11,中成药,4457.73
2023-12-30,西药,2721.27
2017-06-07,西药,2756.6
2022-07-15,中成药,2514.81
2020-05-29,西药,1995.17
2017-06-01,中成药,3045.1
2014-04-16,中成药,3194.94
2017-08-26,西药,3606.56
2023-09-01,西药,3080.92
2020-07-01,西药,1155.83
2021-07-09,中成药,3273.07
2015-07-30,西药,4348.05
2020-04-26,西药,2267.77
2016-04-15,中成药,2522.49
2017-03-06,中成药,4630.44
2018-10-14,西药,1844.93
2018-06-01,西药,4563.42
2018-02-12,西药,1048.63
2023-02-20,西药,4434.98
2016-06-23,西药,1393.58
2016-05-28,西药,2951.42
2023-07-31,西药,4646.31
2016-08-15,西药,3888.28
2016-05-07,西药,4979.47
2015-02-06,中成药,3305.15
2014-08-31,中成药,3337.26
2023-12-27,中成药,1642.85
2020-11-02,中成药,1273.76
2017-05-08,中成药,2037.34
2021-06-11,西药,4366.49
2018-01-18,中成药,3915.92
2023-11-10,中成药,2476.07
2016-04-04,西药,3834.98
2017-08-13,中成药,2192.21
2015-09-18,中成药,4186.15
2015-07-09,西药,1615.58
2021-08-14,西药,1098.58
2021-01-02,西药,2928.07
2016-11-19,中成药,4428.72
2018-08-18,中成药,2473.39
2022-09-20,西药,4320.81
2017-12-26,西药,1005.9
2020-08-27,西药,4233.07
2017-02-25,西药,2173.96
2017-08-19,中成药,2479.25
2014-03-02,中成药,4229.76
2020-05-28,中成药,3716.65
2019-10-24,中成药,2649.12
2014-12-26,中成药,1497.19
2023-04-14,西药,2927.6
2014-07-14,西药,4227.34
2020-08-26,中成药,4670.59
2023-01-14,西药,3385.57
2021-05-09,中成药,2538.06
2014-01-30,中成药,1180.91
2015-09-21,西药,2966.38
2015-01-05,中成药,2756.54
2014-05-16,中成药,4237.44
2022-10-18,西药,1627.61
2020-02-09,中成药,2610.96
2022-01-03,中成药,2280.06
2014-09-30,西药,2432.65
2016-09-13,西药,3072.32
2017-07-02,中成药,3090.31
2014-10-12,西药,2393.02
2021-06-11,中成药,1843.88
2014-05-14,西药,3809.94
2020-08-20,中成药,4791.12
2017-10-17,中成药,1304.96
2015-07-22,西药,1304.52
2017-03-10,西药,1204.54
2014-12-28,西药,3964.48
2014-07-20,中成药,1412.5
2022-05-04,中成药,2675.73
2015-09-30,西药,1419.72
2022-08-15,中成药,2400.75
2021-12-08,中成药,1542.98
2017-11-12,中成药,3537.45
2020-08-06,西药,1796.88
2019-01-30,西药,3864.2
2016-08-05,中成药,3220.34
2022-02-13,中成药,1314.51
2017-02-06,中成药,3428.36
2014-06-09,中成药,1625.75
2016-02-08,中成药,1724.6
2023-10-07,西药,1648.73
2016-09-27,中成药,2046.82
2022-02-11,中成药,4107.29
2015-11-16,西药,1950.17
2015-01-06,中成药,2850.72
2022-09-20,中成药,3014.88
2022-10-07,中成药,1814.04
2015-08-18,中成药,2203.85
2016-10-29,西药,4145.11
2021-10-04,中成药,3813.11
2015-03-22,中成药,3889.07
2020-11-03,西药,2311.37
2017-06-17,西药,4829.79
2019-04-10,中成药,2670.67
2018-10-10,西药,1207.96
2023-03-03,西药,2422.12
2017-10-11,西药,1248.81
2018-01-06,西药,3177.99
2017-11-01,中成药,4170.38
2016-05-26,西药,1964.81
2015-09-09,西药,1124.54
2023-01-12,中成药,1470.01
2021-05-20,中成药,4471.92
2021-06-10,西药,3958.32
2022-01-31,西药,3491.82
2016-09-17,中成药,1744.41
2018-07-21,中成药,4127.84
2022-12-07,中成药,1266.64
2019-01-02,中成药,1121.85
2020-06-21,西药,4375.52
2018-10-11,中成药,1126.98
2015-10-08,西药,1530.86
2020-09-25,西药,2355.29
2022-06-21,中成药,4152.14
2016-08-12,中成药,2307.73
2022-04-12,西药,3024.56
2021-02-14,中成药,3571.11
2022-08-13,西药,2278.88
2017-02-22,中成药,1876.28
2023-12-21,中成药,1562.0
2021-12-13,中成药,2368.9
2020-04-02,西药,1882.6
2014-06-20,中成药,2966.46
2022-09-17,中成药,1960.98
2014-10-09,中成药,1545.49
2016-10-05,中成药,2389.37
2023-05-02,中成药,1942.26
2020-06-26,中成药,3049.57
2021-11-22,西药,3949.73
2018-01-09,西药,1169.69
2019-01-26,中成药,2270.2
2015-02-16,中成药,2334.0
2017-04-18,西药,1871.57
2019-12-29,西药,4356.59
2018-12-11,西药,1572.0
2020-05-26,西药,4545.52
2023-04-26,西药,4198.77
2022-08-13,中成药,4806.81
2021-07-24,中成药,3585.63
2017-12-26,中成药,1921.67
2014-01-27,西药,4579.31
2021-11-07,中成药,3708.5
2015-09-15,西药,3504.88
2021-10-27,中成药,2811.53
2018-05-03,中成药,4708.44
2023-06-25,中成药,3462.21
2022-03-15,西药,3168.06
2019-11-09,中成药,2605.85
2023-05-09,西药,1356.04
2023-04-15,西药,2263.74
2015-11-26,西药,2815.16
2017-01-14,中成药,4491.02
2020-05-27,西药,4845.67
2016-09-04,西药,4732.45
2021-01-20,西药,4041.6
2016-07-21,西药,4749.55
2018-05-05,中成药,3620.69
2017-10-01,西药,1302.42
2020-07-21,中成药,4503.62
2015-12-01,西药,3827.11
2022-12-05,西药,1847.19
2014-11-14,中成药,1428.69
2020-10-19,西药,3860.5
2016-12-25,西药,3050.62
2018-03-15,中成药,2003.57
2017-12-04,中成药,3066.79
2017-01-22,中成药,3671.22
2015-07-11,中成药,1895.27
2015-11-27,中成药,1944.2
2020-09-29,中成药,2860.15
2021-04-07,中成药,2907.93
2023-03-31,中成药,2217.23
2020-03-24,西药,4194.62
2021-07-11,西药,4556.0
2015-07-23,中成药,4404.83
2020-06-28,西药,1442.41
2023-02-27,中成药,3173.94
2023-06-03,中成药,4068.93
2021-10-17,中成药,3733.72
2019-03-24,西药,4294.21
2022-03-28,西药,3187.66
2020-12-23,西药,2049.63
2021-04-17,西药,1618.08
2015-12-19,中成药,1558.61
2016-04-22,西药,4448.06
2019-09-26,中成药,3773.69
2014-05-13,中成药,4509.49
2023-01-03,中成药,2481.97
2014-03-08,中成药,1479.46
2014-06-20,西药,2893.89
2021-01-03,西药,2127.67
2021-04-03,西药,1108.43
2020-03-20,西药,3072.31
2021-09-19,中成药,3351.19
2014-07-16,中成药,2488.07
2021-06-29,西药,3806.26
2018-08-17,中成药,1353.54
2023-03-27,中成药,2908.44
2021-02-03,中成药,2551.89
2017-10-20,西药,1663.0
2017-09-03,中成药,1058.77
2014-08-03,中成药,2403.66
2015-12-20,西药,3818.72
2018-02-28,西药,3074.8
2020-01-19,西药,1708.33
2023-11-21,西药,2209.11
2020-06-04,中成药,2376.37
2018-09-19,中成药,4924.47
2018-10-06,中成药,2953.98
2020-03-02,中成药,2984.96
2023-04-09,中成药,1451.36
2014-07-21,中成药,3021.01
2021-10-23,中成药,4661.16
2023-06-16,中成药,1923.92
2014-02-02,西药,3170.78
2023-08-22,西药,2579.23
2014-05-19,西药,3599.86
2021-11-10,西药,3277.99
2014-08-21,中成药,4848.69
2023-02-09,西药,1713.33
2020-11-27,西药,3409.88
2023-09-20,中成药,1946.53
2022-03-22,中成药,1628.82
2017-12-03,西药,3320.36
2021-05-06,中成药,3060.67
2020-10-12,西药,3695.02
2023-02-27,西药,1290.95
2022-11-24,中成药,1887.12
2020-12-31,西药,3803.46
2020-01-14,中成药,2528.56
2021-03-02,中成药,3018.55
2020-03-25,中成药,4731.01
2016-04-25,西药,3010.26
2022-07-07,西药,1605.64
2019-01-02,西药,1817.79
2015-12-12,西药,3028.94
2014-06-15,西药,4031.38
2022-12-24,西药,4820.7
2019-03-25,中成药,4282.78
2015-02-14,西药,2340.79
2019-12-15,西药,3525.84
2016-04-10,中成药,3402.38
2022-04-04,西药,2424.27
2016-07-10,西药,3451.76
2015-01-21,中成药,1442.53
2018-02-27,中成药,2728.08
2020-03-02,西药,2142.5
2015-10-05,西药,3070.85
2015-09-15,中成药,4044.1
2019-11-22,西药,3346.5
2023-02-17,中成药,1607.92
2016-08-28,西药,2336.95
2020-08-23,西药,2370.36
2015-06-30,西药,3598.59
2023-11-20,中成药,4784.3
2014-02-06,西药,4261.85
2018-08-26,西药,4379.49
2021-02-20,中成药,2575.02
2022-08-08,西药,3854.43
2019-09-28,中成药,2999.84
2022-02-17,中成药,1955.99
2018-12-21,西药,1608.19
2019-04-22,西药,2676.73
2016-01-14,西药,3781.87
2020-12-07,中成药,3948.53
2020-01-03,西药,1194.78
2021-11-12,西药,3767.11
2023-05-06,中成药,1861.08
2019-07-07,西药,1625.27
2023-06-07,中成药,1597.6
2016-05-25,中成药,3141.24
2015-07-13,中成药,1365.95
2015-01-27,中成药,2007.2
2022-01-27,西药,2341.63
2020-10-07,中成药,4393.89
2019-06-05,西药,3333.01
2019-05-23,西药,1640.9
2023-12-11,中成药,3679.81
2019-07-20,西药,3224.76
2023-08-05,中成药,3134.22
2015-07-10,中成药,4263.33
2020-01-17,中成药,2643.16
2023-04-30,西药,4182.18
2016-03-11,西药,2293.49
2015-02-01,西药,3445.82
2023-07-15,中成药,2192.6
2016-07-01,西药,3121.21
2018-04-23,中成药,4581.38
2015-11-20,西药,3059.27
2019-05-18,中成药,3414.12
2020-08-25,西药,4752.26
2014-03-14,中成药,2139.36
2017-07-11,西药,3561.9
2016-06-18,中成药,1285.03
2018-10-24,中成药,4410.19
2020-05-25,西药,1450.36
2022-04-24,西药,2220.4
2023-06-13,西药,1798.29
2022-05-27,西药,4732.77
2017-11-06,中成药,1989.36
2019-11-06,中成药,3595.06
2015-08-25,西药,2294.44
2018-08-25,西药,4984.63
2016-07-04,中成药,4919.88
2016-01-20,西药,4453.33
2019-09-22,西药,3690.03
2022-07-05,西药,4212.68
2015-09-02,西药,2093.04
2021-03-12,西药,2922.24
2022-02-26,西药,2474.9
2022-06-13,中成药,1211.3
2016-10-21,中成药,3174.15
2019-01-12,西药,2124.2
2023-01-13,中成药,4683.03
2018-03-22,西药,3350.34
2023-04-11,西药,2149.03
2015-06-12,西药,2402.85
2022-12-08,中成药,1099.27
2014-10-25,中成药,4587.15
2015-01-16,中成药,1606.7
2016-02-02,西药,2027.11
2022-12-29,中成药,2545.85
2022-05-21,西药,4146.89
2021-12-22,中成药,1695.85
2021-01-21,中成药,3705.59
2020-06-09,中成药,3652.58
2022-02-15,中成药,2557.56
2019-12-03,中成药,4238.7
2019-09-10,西药,4404.6
2023-04-18,西药,3202.18
2016-06-22,中成药,3645.48
2014-01-13,西药,4140.7
2018-05-12,西药,3142.22
2022-07-11,中成药,1485.49
2020-03-22,中成药,2601.25
2021-05-15,中成药,2043.4
2014-01-06,西药,4879.64
2018-01-25,中成药,2522.07
2021-09-21,西药,4277.98
2020-10-23,中成药,2008.69
2014-02-10,西药,3493.19
2022-07-21,中成药,1667.15
2014-09-24,中成药,4986.55
2015-04-25,中成药,1665.13
2014-08-25,中成药,1172.64
2021-09-05,西药,2837.21
2017-02-19,中成药,3443.12
2019-05-28,西药,3409.8
2022-04-02,中成药,4499.06
2021-08-19,西药,1513.4
2014-01-31,中成药,2554.71
2017-12-20,西药,1150.28
2019-06-01,中成药,1925.9
2020-01-11,西药,2432.56
2015-11-24,中成药,3626.95
2022-07-20,西药,3426.86
2017-01-02,西药,2788.22
2022-08-10,中成药,4470.89
2016-04-13,中成药,1834.04
2017-11-20,中成药,4044.03
2021-04-30,西药,3152.88
2018-03-27,中成药,2596.14
2020-04-12,西药,1522.87
2016-04-16,西药,4223.7
2021-09-11,西药,4644.48
2022-09-11,中成药,1029.43
2021-04-13,西药,3319.32
2022-08-21,西药,4235.2
2019-10-13,西药,4239.7
2020-12-29,西药,4865.1
2021-05-01,西药,2622.58
2017-09-23,中成药,4121.5
2023-04-28,中成药,2334.82
2019-02-06,中成药,2490.04
2015-09-25,中成药,1046.48
2020-08-30,西药,1594.03
2020-04-19,中成药,1794.53
2020-06-26,西药,2395.33
2015-04-07,中成药,4578.21
2020-12-25,中成药,2796.31
2019-12-26,西药,2546.83
2015-02-12,西药,3075.35
2023-07-17,中成药,3641.88
2019-12-28,中成药,3046.83
2015-09-29,中成药,4119.4
2019-08-06,西药,3423.99
2023-06-02,中成药,4075.06
2014-05-17,中成药,4468.29
2021-11-25,中成药,3532.71
2016-08-06,西药,1752.1
2018-11-04,西药,2421.28
2020-07-08,中成药,2932.93
2015-03-04,中成药,1820.56
2018-06-22,西药,3242.71
2015-12-31,中成药,1862.7
2018-08-31,西药,4990.51
2019-06-09,中成药,4895.2
2017-06-18,西药,4991.28
2019-02-24,西药,3939.7
2018-11-28,西药,2312.93
2014-12-24,西药,4718.12
2014-11-27,中成药,2424.39
2014-10-04,中成药,3207.63
2015-07-14,中成药,2062.4
2023-08-11,中成药,2425.62
2015-10-06,西药,2402.51
2021-08-10,西药,3943.68
2022-11-29,中成药,4418.06
2023-02-11,西药,2282.27
2017-03-04,中成药,2098.93
2015-12-10,西药,1488.44
2020-01-17,西药,2958.58
2023-06-15,中成药,2050.04
2017-07-19,西药,4215.83
2014-01-04,西药,4464.7
2015-05-13,中成药,2443.9
2017-02-08,中成药,1949.73
2019-11-17,中成药,3263.4
2023-04-24,西药,1442.17
2017-08-11,中成药,4864.19
2017-04-19,西药,2816.01
2014-05-29,中成药,4079.97
2016-07-21,中成药,4938.68
2016-08-14,中成药,4985.34
2014-10-08,中成药,3816.32
2020-01-07,中成药,4783.88
2015-07-27,西药,4514.52
2023-02-05,中成药,2070.67
2021-12-04,西药,1845.73
2019-07-04,中成药,2645.22
2018-05-13,中成药,2427.54
2020-08-11,西药,3013.38
2015-10-21,中成药,3105.61
2016-04-24,西药,4059.24
2018-12-12,中成药,2498.19
2020-07-10,西药,4968.54
2020-04-21,西药,4587.98
2019-07-24,中成药,2176.27
2023-08-14,中成药,3415.21
2019-10-16,中成药,2864.73
2016-07-06,西药,3625.91
2021-11-02,中成药,1521.28
2023-05-26,西药,2213.46
2020-10-01,西药,2368.53
2023-08-12,西药,4267.17
2015-01-13,西药,4176.1
2021-09-28,西药,1519.43
2022-01-05,中成药,4406.33
2021-09-02,西药,3622.04
2014-04-05,西药,1967.41
2022-11-29,西药,3732.7
2014-08-27,西药,3215.42
2017-12-14,中成药,3027.68
2022-11-04,西药,2389.15
2019-09-27,中成药,4013.89
2023-01-08,中成药,1764.25
2023-05-01,西药,1523.52
2019-12-16,中成药,4137.62
2022-08-12,中成药,1571.14
2014-11-18,中成药,1845.79
2014-10-02,西药,4089.27
2020-02-10,中成药,4986.11
2020-07-08,西药,4947.58
2014-11-26,中成药,3583.67
2017-09-23,西药,2831.98
2016-06-15,西药,3720.91
2016-04-26,中成药,2594.65
2015-12-15,中成药,1019.76
2021-06-08,中成药,3429.3
2020-12-07,西药,1146.85
2014-09-04,西药,1752.48
2019-11-04,西药,1245.79
2019-10-28,西药,3023.73
2022-01-12,西药,1932.08
2016-01-02,西药,3631.38
2014-09-06,中成药,3334.62
2015-04-02,中成药,3496.6
2023-08-01,中成药,2382.48
2023-02-03,中成药,4025.42
2018-05-08,中成药,3656.88
2019-02-26,西药,2199.77
2017-02-17,西药,2325.39
2017-01-04,中成药,3186.59
2023-10-14,西药,1876.24
2019-03-11,中成药,1858.78
2015-04-28,西药,2422.69
2014-08-11,中成药,4251.2
2016-11-04,中成药,1955.18
2019-10-13,中成药,4591.74
2014-08-08,中成药,3824.97
2023-01-29,西药,1553.59
2015-03-27,西药,1106.13
2021-10-26,中成药,1675.0
2015-05-25,西药,1135.78
2023-07-30,中成药,4714.03
2023-08-31,西药,4643.3
2021-03-15,西药,4305.86
2014-08-22,西药,4474.4
2018-11-12,中成药,3322.8
2019-02-19,西药,4636.7
2017-08-28,中成药,3579.33
2015-01-14,中成药,3480.29
2016-04-25,中成药,1699.35
2017-09-06,中成药,2971.46
2021-02-06,中成药,3706.47
2016-11-07,西药,4636.88
2023-11-16,西药,3036.45
2019-06-03,中成药,1202.49
2015-04-03,西药,2744.51
2016-08-12,西药,1595.55
2020-03-05,西药,2886.6
2015-11-19,中成药,1988.92
2022-02-27,中成药,4078.93
2016-01-23,中成药,2520.78
2022-03-14,西药,4290.63
2022-01-16,西药,2033.2
2017-04-13,中成药,1617.84
2014-04-28,中成药,1780.97
2022-03-07,中成药,2156.6
2014-09-26,西药,1989.39
2020-03-04,中成药,3339.31
2023-12-17,西药,4500.03
2021-02-20,西药,3432.85
2020-05-17,中成药,4345.77
2022-05-31,中成药,4132.64
2014-11-20,中成药,3374.37
2016-06-15,中成药,3048.89
2016-02-15,中成药,4805.61
2019-11-16,中成药,3161.12
2016-12-29,中成药,4484.82
2018-04-04,西药,3453.17
2019-12-06,中成药,2121.34
2022-12-04,中成药,4923.04
2017-06-29,中成药,2395.28
2015-12-18,中成药,2955.39
2016-07-31,中成药,1640.29
2014-05-02,中成药,4659.46
2017-10-08,中成药,2039.62
2022-08-02,中成药,2400.03
2014-06-16,中成药,1057.57
2018-02-24,中成药,1795.97
2016-11-17,中成药,1631.82
2015-11-13,中成药,3491.87
2014-06-03,中成药,3065.2
2019-04-30,西药,3125.18
2023-09-28,西药,4632.33
2022-04-04,中成药,3492.55
2016-09-24,西药,3627.82
2018-01-16,中成药,3857.31
2023-08-13,中成药,4838.37
2018-09-12,中成药,3323.8
2021-05-25,西药,1990.53
2017-07-21,中成药,1571.5
2021-03-31,中成药,1157.45
2019-10-31,中成药,2418.91
2020-08-24,中成药,3510.68
2023-08-25,中成药,3918.09
2020-09-28,西药,2028.25
2020-10-23,西药,2786.91
2022-07-20,中成药,4027.71
2023-10-15,中成药,2772.16
2015-09-08,中成药,4576.4
2017-05-08,西药,1778.5
2018-01-29,中成药,3814.8
2023-08-20,西药,2794.53
2017-07-19,中成药,4290.14
2020-04-08,中成药,4906.24
2015-07-12,西药,3320.34
2020-08-08,西药,2573.28
2018-03-25,中成药,3331.7
2021-08-28,西药,4890.27
2018-09-30,中成药,2820.69
2021-01-16,西药,4519.35
2023-05-19,西药,4725.96
2018-01-14,西药,4731.7
2019-12-10,西药,1865.33
2016-10-17,中成药,4402.46
2021-08-09,西药,3841.41
2017-04-22,西药,4856.07
2021-02-27,西药,3391.23
2020-12-10,中成药,3211.26
2021-12-22,西药,2444.86
2020-11-09,中成药,1727.27
2023-01-10,中成药,2536.08
2014-01-21,中成药,1488.15
2019-02-03,中成药,2771.19
2022-09-24,西药,4310.44
2022-07-01,西药,2348.85
2021-05-15,西药,1036.35
2014-03-09,中成药,4771.64
2015-02-22,西药,2675.7
2022-08-11,西药,2808.86
2019-11-19,西药,1605.78
2015-02-04,西药,4690.0
2015-01-01,西药,4258.3
2014-08-02,西药,4550.82
2016-05-09,西药,1956.72
2015-01-08,西药,4598.3
2020-06-01,西药,1042.86
2015-03-21,西药,1972.69
2019-01-20,中成药,4307.43
2017-06-23,中成药,4013.71
2022-03-16,中成药,2838.25
2015-09-20,西药,2721.22
2022-11-07,中成药,4245.86
2015-11-27,西药,1293.99
2014-04-27,西药,2970.07
2020-07-28,西药,1282.14
2017-09-24,中成药,2592.02
2018-07-12,中成药,2490.13
2021-05-31,西药,2545.15
2018-04-15,西药,4291.94
2016-08-21,中成药,3352.81
